addr,category,context,id1,name,rank
강원도 원주시 지정면 간현리 1056-15,"여행,명소,지역명소",,1744499433,원주소금산출렁다리,3
강원도 원주시 소초면 학곡리 900-1,"여행,명소,산,고개","계곡,등산,국립공원,깨끗한,단풍구경",11491554,치악산,4
강원도 원주시 지정면 간현리 870,"여행,명소,레일바이크","레일바이크,유원지,휴양림,재미있는,승마체험",32566083,원주레일파크,5
강원도 원주시 소초면 학곡리 1029,"종교,불교","국립공원,계곡,산책로,깨끗한,템플스테이",11663910,구룡사,6
강원도 원주시 판부면 금대리 산100,"자연명소,휴양림,산림욕장","휴양림,단풍,캠핑,깨끗한,등산",11491070,치악산자연휴양림,7
강원도 원주시 무실동 887-24,"여행,명소,식물원,수목원","야경,수목원,식물원,화려한,사진찍기",12858562,원주허브팜,8
강원도 원주시 단구동 1620-5,"여행,명소,테마공원","수변공원,산책길,박물관,아담한,휴식",11622447,박경리문학공원,9
강원도 원주시 판부면 서곡리 산166,"자연명소,휴양림,산림욕장","휴양림,계곡,산책로,깨끗한,등산",13165692,원주 백운산자연휴양림,10
강원도 원주시 행구동 1029,"여행,명소,도시,테마공원","수변공원,물놀이장,시민공원,깨끗한,드라이브",36016701,행구수변공원,11
강원도 원주시 판부면 서곡리,"여행,명소,계곡","계곡,휴양림,다슬기,휴식,오리백숙",15683013,용수골계곡,12
강원도 원주시 지정면 월송리 1061,"여행,명소,관람,체험",,1177733579,소나타 오브 라이트,13
강원도 원주시 일산동,"여행,명소,문화재","재래시장,유물,유적지,웅장한,공연",20108080,강원감영,14
강원도 원주시 단계동 854,"여행,명소,도시,테마공원","대게,공연,수변공원,조그마한,데이트",15659469,장미공원,15
강원도 원주시 신림면 황둔리 525,"숙박,캠핑,야영장","캠핑,계곡,다슬기,깨끗한,힐링",15276453,원주두리캠핑장,16
강원도 원주시 무실동 16,"여행,명소,테마파크","한지,테마파크,공연,나들이,공원",11555986,원주한지테마파크,17
강원도 원주시 소초면 학곡리 920,"숙박,캠핑,야영장","카라반,오토캠핑,계곡,깨끗한,등산",13427645,구룡자동차야영장,18
강원도 원주시 호저면 산현리 576,"여행,명소,유원지","계곡,유원지,캠핑,아늑한,경치",19737297,칠봉유원지,19
강원도 원주시 문막읍 동화리 산154-1,"여행,명소,식물원,수목원",,37003415,동화마을수목원,20
경기도 이천시 부발읍 아미리 670-3,"숙박,호텔",,1094562499,호텔 인트라다 이천,19
경기도 이천시 안흥동 317-2,"여행,명소,온천,스파",,19066361,이천설봉온천랜드,20
제주특별자치도 서귀포시 성산읍 성산리 1,"지명,봉우리,고지","유채꽃밭,일몰,해변카페,웅장한,등산",11491438,성산일출봉,1
제주특별자치도 서귀포시 성산읍 고성리,"여행,명소,자연명소","유채꽃밭,해변카페,아기자기,승마체험,야경",13490878,섭지코지,2
제주특별자치도 서귀포시 남원읍 하례리 995-1,"여행,명소,강,하천","수상자전거,카약,투명카누,신비로운,승마체험",11707633,쇠소깍,3
제주특별자치도 서귀포시 표선면 표선리 40-69,"숙박,호텔","실내수영장,야외수영장,이탈리안레스토랑,고급스러운,경치",10970369,제주해비치리조트호텔,4
제주특별자치도 서귀포시 안덕면 사계리 112-3,"여행,명소,해수욕장,해변","유채꽃밭,토끼아이스크림,둘레길,신비로운,경치",13491455,용머리해안,5
제주특별자치도 서귀포시 대정읍 상모리 131,"여행,명소,산,고개","둘레길,유채꽃밭,전망대,아담한,승마체험",11491447,송악산,6
제주특별자치도 서귀포시 안덕면 상창리 271,"여행,명소,식물원,수목원","동백꽃,수국길,수목원,편안한,사진찍기",11846866,카멜리아힐,7
제주특별자치도 서귀포시 성산읍 고성리 127-3,"관람,체험,아쿠아리움","돌고래쇼,아쿠아리움,공연,신비로운,돌고래체험",19708047,아쿠아플라넷 제주,8
제주특별자치도 서귀포시 동홍동,"여행,명소,폭포","폭포,한라봉쥬스,꽁치김밥,웅장한,경치",11491630,정방폭포,9
제주특별자치도 서귀포시 안덕면 상창리 1963-2,"문화,예술,전시관","박물관,테디베어,클라이밍,재미있는,비올때",33703960,헬로키티아일랜드,10
제주특별자치도 서귀포시 색달동,"여행,명소,해수욕장,해변","해변,유채꽃밭,파도타기,깨끗한,드라이브",11491786,중문색달해수욕장,11
제주특별자치도 서귀포시 색달동 2812-4,"숙박,호텔","야외수영장,분수쇼,야경투어,프라이빗,실내수영장",11583214,롯데호텔 제주,12
제주특별자치도 서귀포시 천지동 667-7,"여행,명소,폭포","폭포,야간명소,야경투어,웅장한,수산시장",11491638,천지연폭포,13
강원도 횡성군 둔내면 화동리 태기산,"여행,명소,산,고개","일몰,등산,풍력발전소,몽환적인,드라이브",11491557,태기산,1
강원도 횡성군 둔내면 두원리 204,"숙박,콘도,리조트","스키장,스노우보드,야외수영장,편안한,등산",11583166,웰리힐리파크,2
강원도 횡성군 둔내면 삽교리 산1-4,"자연명소,휴양림,산림욕장","휴양림,오토캠핑,산책로,호젓한,등산",11491549,청태산자연휴양림,3
강원도 횡성군 둔내면 삽교리 1767-10,"자연명소,휴양림,산림욕장","휴양림,산책길,캠핑,편안한,등산",12049867,국립횡성숲체원,4
강원도 횡성군 횡성읍 북천리,"여행,명소,강,하천","캠핑,계곡,유원지,깨끗한,경치",13490922,섬강,5
강원도 횡성군 갑천면 포동리 산31-1,"자연명소,휴양림,산림욕장","휴양림,오토캠핑,야외수영장,편안한,힐링",11591730,횡성자연휴양림,6
강원도 횡성군 갑천면 병지방리,"여행,명소,계곡","계곡,캠핑,경치,바베큐장,카라반",13491670,병지방리계곡,7
강원도 횡성군 둔내면 영랑리 116,"자연명소,휴양림,산림욕장","휴양림,캠핑,카라반,아늑한,경치",11491058,주천강자연휴양림,8
강원도 횡성군 갑천면 화전리 218,"여행,명소,관광농원,팜스테이","계곡,도서관,힐링",38463359,노아의 숲,9
강원도 횡성군 둔내면,"여행,명소,산,고개","휴양림,등산,계곡,화려한,산행",13490924,청태산,10
강원도 횡성군 공근면 상창봉리 264-4,"여행,명소,천문대","천문대,별보기,산책",11701964,우리별천문대,11
강원도 횡성군 갑천면 중금리,"여행,명소,호수,연못,저수지","호수,트래킹,둘레길,평화로운,산행",13491446,횡성호,12
강원도 횡성군 갑천면 구방리,"여행,명소,근린공원","호수,한과,나들이,트래킹,공원",15522056,망향의동산,13
강원도 횡성군 갑천면 구방리 512,"지역명소,도보코스",,1856112393,횡성호수길1코스(횡성댐길),14
강원도 횡성군 갑천면 병지방리 539-1,"숙박,캠핑,야영장","계곡,오토캠핑,카라반,깨끗한,경치",13418336,병지방오토캠핑장,15
강원도 횡성군 둔내면 삽교리 190,"숙박,펜션","수영장,목장,바베큐장,프라이빗,힐링",21908667,페이지102풀빌라커플펜션,16
제주특별자치도 서귀포시 중문동 2763,"여행,명소,기념물","폭포,면세점,제트보트,신비로운,야경투어",12226192,대포주상절리,14
제주특별자치도 서귀포시 대정읍 가파리 600,"여행,명소,섬","유람선,섬,짜장면,조그마한,경치",11491877,마라도,15
제주특별자치도 서귀포시 색달동 2889,"여행,명소,테마파크","테디베어,박물관,공연,재미있는,사진찍기",11607804,테디베어뮤지엄,16
제주특별자치도 서귀포시 색달동 3039-3,"숙박,호텔","야외수영장,실내수영장,애플망고,프라이빗,휴식",11583210,호텔신라 제주,17
제주특별자치도 서귀포시 표선면 표선리,"여행,명소,해수욕장,해변","검은모래해변,오토캠핑,흑돼지,이국적,경치",13491363,표선해수욕장,18
제주특별자치도 서귀포시 대정읍 가파리,"여행,명소,섬","청보리,섬,유채꽃밭,이국적,드라이브",13491177,가파도,19
제주특별자치도 서귀포시 강정동,"여행,명소,폭포","폭포,비올때,동굴,웅장한,고기국수",13491671,엉또폭포,20
강원도 횡성군 갑천면 포동리 산40-2,"숙박,캠핑,야영장","오토캠핑,휴양림,글램핑,계곡,다슬기",32769888,횡성자연휴양림캠핑장,17
강원도 횡성군 갑천면 병지방리 산20-9 일원,"숙박,캠핑,야영장",,1968960451,선바위 자연캠핑장,18
강원도 횡성군 횡성읍 읍하리 283,"여행,명소,관람,체험",,1946961259,횡성한우체험관,19
강원도 횡성군 우천면 오원리 357,"숙박,캠핑,야영장","캠핑,수영장,저수지,경치,계곡",36939090,벳소캠프,20
전라남도 나주시 공산면 신곡리 산2,"여행,명소,촬영장소","테마파크,드라마세트장,드라이브,웅장한,박물관",13191096,나주영상테마파크,1
전라남도 나주시 남평읍 남석리 779,"여행,명소,유원지",,17342950,드들강솔밭유원지,2
전라남도 나주시 다도면 방산리 1449-4,"숙박,콘도,리조트","워터파크,파도풀,유수풀,재미있는,경치",12009365,중흥골드스파&리조트,3
전라남도 나주시 다도면 방산리 1449-4,"레저,테마,워터파크","파도풀,워터파크,유수풀,고급스러운,휴식",12898526,중흥골드스파&리조트워터락,4
전라남도 나주시 동강면 옥정리 산1,"여행,명소,전망대","전망대,라이딩,저수지,산책",31059369,느러지전망관람대,5
전라남도 나주시 영산동,"여행,명소,자연명소","홍어,유람선,유채꽃밭,웰빙,막걸리",19501420,영산포홍어거리,6
전라남도 나주시 과원동,"여행,명소,문화재","곰탕,궁궐,유적지,웅장한,촬영지",19801745,금성관,7
전라남도 나주시 금계동 33-31,"숙박,전통숙소","곰탕,궁궐,공연,아늑한,사진찍기",19856714,나주목사내아,8
전라남도 나주시 빛가람동 산4-321,"여행,명소,전망대","모노레일,전망대,호수,화려한,나들이",37853194,빛가람호수공원 배메산전망대,9
전라남도 나주시 다도면,"여행,명소,호수,연못,저수지","캠핑,산림욕장,저수지,깨끗한,휴식",13491972,나주호,10
경상남도 창원시 마산합포구 구산면 석곡리 산183-2,"여행,명소,촬영장소","드라마세트장,영화세트장,섬,화려한,촬영지",20327258,해양드라마세트장,1
경상남도 창원시 진해구 명동 656,"여행,명소,테마공원","해양공원,섬,전망대,평화로운,체험관",11818747,진해해양공원,2
경상남도 창원시 의창구 동읍 대산면 일원,"여행,명소,호수,연못,저수지","저수지,코스모스길,유채꽃밭,화려한,드라이브",13490907,주남저수지,3
경상남도 창원시 진해구 여좌동,"여행,명소,관람,체험","벚꽃명소,벚꽃구경,생태공원,화려한,비오는날",19501132,여좌천로망스다리,4
경상남도 창원시 진해구 경화동 1007-14 진해루,"여행,명소,문화,유적","생태공원,공연,해변,편안한,나들이",15789574,진해루,5
경상남도 창원시 진해구 명동,"여행,명소,섬","섬,오토캠핑,해루질,조그마한,갯벌체험",13491125,소쿠리섬,6
경상남도 창원시 마산합포구 구산면 구복리 산186-1,"여행,명소,지역명소","느린우체통,드라마세트장,굴구이,신비로운,나들이",53698584,콰이강의다리,7
경상남도 창원시 진해구 여좌동 577-1,"여행,명소,자연,생태공원","생태공원,단풍구경,해양공원,고즈넉한,산책로",19982434,진해내수면환경생태공원,8
전라남도 나주시 다도면 풍산리 193,"여행,명소,체험마을",,427365130,도래마을,11
전라남도 나주시 빛가람동 346-1,"여행,명소,자연공원",,36762785,빛가람호수공원,12
전라남도 나주시 산포면 화지리 167-1,"여행,명소,체험마을","연꽃,저수지,나들이",31111080,홍련마을,13
전라남도 나주시 노안면 양천리 756-1,"카페,디저트,카페","눈썰매장,공연,체험학습,소박한,향토음식",12344253,이슬촌크리스마스카페,14
전라남도 나주시 삼영동 174-5,"여행,명소,근린공원",,20059893,나주철도공원,15
전라남도 나주시 빛가람동 348-17,"숙박,호텔","전망대,스테이크,야경,모던한,나들이",93700640,호텔코어,16
전라남도 나주시 빛가람동 348-19,"숙박,호텔",,1089713433,웨스턴호텔,17
전라남도 나주시 다시면 동당리 844-2,"여행,명소,문화,유적","유람선,테마파크,공원",13432897,석관정,18
전라남도 나주시 송월동 1096-7,"여행,명소,문화,유적","유적지,박물관,공원,쌈밥",20099113,완사천,19
전라남도 나주시 다도면 마산리 999,"종교,불교","산책로,편백나무숲,계곡,화려한,단풍구경",11664034,불회사,20
전라북도 익산시 성당면 와초리 154-4,"여행,명소,촬영장소","드라마세트장,촬영지,잔디밭,재미있는,해바라기밭",37471479,익산 교도소 세트장,1
전라북도 익산시 함열읍 석매리 808,"여행,명소,관람,체험","유기농,고추장,산책로,깨끗한,공원",21066439,고스락,2
전라북도 익산시 금마면 동고도리 533-1,"여행,명소,도시,테마공원","공원,자전거대여,저수지,편안한,유물",17282209,서동공원,3
전라북도 익산시 금마면 신용리 432-1,"여행,명소,관람,체험","동물체험,동물농장,동물원,아기자기,잔디밭",21634506,액션하우스,4
전라북도 익산시 춘포면 천서리 378-2,"여행,명소,식물원,수목원",,1350195804,달빛소리수목원,5
전라북도 익산시 성당면 성당리,"여행,명소,지역명소",,1459929335,바람개비마을,6
전라북도 익산시 금마면 기양리 32-7,"여행,명소,세계문화유산","유적지,야경,등산,웅장한,박물관",17546746,미륵사지,7
전라북도 익산시 영등동 191-1,"숙박,호텔",,1046268418,웨스턴라이프호텔,8
전라북도 익산시 춘포면 신동리 190-19 익산수파크,"여행,명소,관광농원,팜스테이","물놀이장,글램핑,놀이동산,휴식,수영장",501225255,수파크 관광농원,9
전라북도 익산시 어양동 52,"여행,명소,도시,테마공원","음악분수대,분수쇼,시민공원,화려한,가을축제",13438587,중앙체육공원,10
전라북도 익산시 왕궁면 왕궁리,"여행,명소,세계문화유산","유적지,유물,궁궐,화려한,성곽",20099191,왕궁리유적,11
전라북도 익산시 금마면 기양리,"여행,명소,기념물",,20234292,익산미륵사지석탑,12
전라북도 익산시 금마면 신용리 산124-1,"여행,명소,산,고개",,1951491129,미륵산,13
경상남도 창원시 의창구 북면 외감리 산159,"여행,명소,계곡",,13491469,달천계곡,9
경상남도 창원시 마산합포구 진동면 요장리,"여행,명소,해수욕장,해변",,15782154,광암해수욕장,10
경상남도 창원시 의창구 용호동 1,"여행,명소,도시,테마공원","호수,음악분수대,분수쇼,화려한,사진찍기",13350574,용지공원,11
경상남도 창원시 의창구 사림동 69,"여행,명소,문화,유적","전통혼례,사진찍기,박물관,고즈넉한,꽃구경",19801539,창원의집,12
경상남도 창원시 마산회원구 봉암동 88,"여행,명소,호수,연못,저수지",,15767938,봉암수원지,13
경상남도 창원시 의창구 북면 외산리 33,"여행,명소,자연,생태공원",,1842706009,북면수변생태공원,14
경상남도 창원시 의창구 동읍 본포리 126-1,"여행,명소,도시,테마공원",,31016374,본포수변생태공원,15
경상남도 창원시 마산회원구 회원동,"여행,명소,산,고개","등산,계곡,둘레길,편안한,산행",13491747,무학산,16
경상남도 창원시 진해구 장천동 산1-2,"여행,명소,테마공원","생태공원,박물관,산책로,체험관,해양공원",13049938,진해드림파크,17
경상남도 창원시 진해구 장천동 44-11,"여행,명소,식물원,수목원",,816246672,진해보타닉뮤지엄,18
경상남도 창원시 진해구 명동 산121,"여행,명소,전망대","해양공원,전망대,섬,재미있는,체험관",31193057,진해해양공원솔라타워,19
경상남도 창원시 성산구 가음동,"여행,명소,근린공원","공원,꽃구경,꽃놀이,화려한,데이트",21672717,장미공원,20
전라북도 익산시 왕궁면 동용리,"여행,명소,문화재","박물관,저수지",17548755,함벽정,14
전라북도 익산시 왕궁면 광암리 554-1,"여행,명소,식물원,수목원",,11572678,늘푸른수목원,15
전라북도 익산시 용안면 난포리 313-13,"여행,명소,자연,생태공원","생태공원,바람개비,갈대밭,드라이브,코스모스길",31059314,용안생태습지공원,16
전라북도 익산시 석왕동 6-13,"여행,명소,릉,묘,총","공원,유물,유적지,박물관,궁궐",20098931,무왕릉(쌍릉),17
전라북도 익산시 왕궁면 왕궁리,"문화,유적,부속시설","유적지,궁궐,박물관,재미있는,나들이",20103278,왕궁리유적왕궁리오층석탑,18
전라북도 익산시 성당면 성당리 283-6,"여행,명소,체험마을","바람개비,자전거대여,체험관,평화로운,세트장",20283717,성당포구마을,19
전라북도 익산시 웅포면 웅포리 727-2,"숙박,캠핑,야영장","캠핑,자전거도로,일몰,드라이브",21688706,웅포관광지곰개나루터일반캠핑장,20
강원도 철원군 동송읍 장흥리,"여행,명소,지역명소","폭포,계곡,래프팅,신비로운,경치",19493923,고석정,1
강원도 철원군 갈말읍 신철원리,"여행,명소,폭포","폭포,계곡,저수지,신비로운,경치",13491673,삼부연폭포,2
강원도 철원군 동송읍 장흥리 직탕폭포,"여행,명소,폭포","폭포,번지점프,계곡,웅장한,경치",11491635,직탕폭포,3
강원도 철원군 철원읍 관전리,"여행,명소,문화재","라이딩,전망대,폭포,평화로운,휴식",20095261,노동당사,4
강원도 철원군 갈말읍 명성산,"여행,명소,산,고개","억새밭,등산,계곡,편안한,폭포",11491374,명성산,5
강원도 철원군 동송읍 상노리,"여행,명소,계곡","계곡,캠핑,래프팅,깨끗한,경치",13495927,담터계곡,6
강원도 철원군 근남면 잠곡리,"여행,명소,폭포","폭포,계곡,산행,웅장한,암벽",20251827,매월대폭포,7
강원도 철원군 철원읍 산명리,"여행,명소,문화재","전망대,철길,시골밥상,재미있는,산행",20095153,백마고지 전적지,8
강원도 철원군 김화읍 청양리,"여행,명소,근린공원",,37010721,쉬리공원,9
강원도 철원군 동송읍 장흥리 20-20,"여행,명소,온천,스파",,19567081,한탄리버스호텔온천,10
강원도 철원군 동송읍 이길리 산47,"여행,명소,지역명소","전망대,모노레일,박물관,단풍구경",19802099,제2땅굴,11
강원도 철원군 갈말읍,"여행,명소,강,하천","트래킹,꺽지,래프팅,재미있는,경치",13491491,한탄강,12
전라북도 장수군 계남면,"여행,명소,산,고개","등산,억새밭,계곡,편안한,생태공원",13491468,장안산,1
전라북도 장수군 천천면 비룡리 산84-2,"자연명소,휴양림,산림욕장","휴양림,오토캠핑,물썰매장,깨끗한,등산",11491041,와룡자연휴양림,2
전라북도 장수군 계북면,"여행,명소,계곡","계곡,캠핑,송어회,호젓한,산행",13491707,토옥동계곡,3
전라북도 장수군 장수읍 두산리 981,"여행,명소,테마공원","공원,캠핑",38628266,장수누리파크,4
전라북도 장수군 장수읍 두산리,"여행,명소,계곡","계곡,트래킹,공원,깨끗한,산행",13491221,덕산계곡,5
전라북도 장수군 번암면 지지리,"여행,명소,계곡","계곡,산행,폭포,깨끗한,철쭉",13490900,지지계곡,6
전라북도 장수군 번암면 사암리 682,"숙박,캠핑,야영장",,1873173359,방화동가족휴가촌오토캠핑장,7
전라북도 장수군 장계면 대곡리,"여행,명소,기념관,생가","유적지,저수지,박물관,조그마한,드라이브",20065950,의암주논개생가지논개생가,8
전라북도 장수군 장수읍 두산리,"여행,명소,문화재","공원,승마,계곡,재미있는,산행",13346269,의암사,9
강원도 철원군 근남면 잠곡리 산133-1,"자연명소,휴양림,산림욕장","휴양림,계곡,물놀이장,깨끗한,등산",11626161,복주산자연휴양림,13
강원도 철원군 동송읍,"여행,명소,산,고개","등산,공원,산행,모노레일,둘레길",13491666,금학산,14
강원도 철원군 김화읍 생창리 85-7,"여행,명소,자연,생태공원","출렁다리,저수지,공원",80069095,DMZ 생태평화공원,15
강원도 철원군 동송읍 장흥리 2462,"숙박,펜션","바베큐장,산책로,힐링,세련된,번지점프",20176097,모닝캄빌리지,16
강원도 철원군 갈말읍 지포리,"여행,명소,계곡","계곡,래프팅,폭포,경치,트래킹",13491477,순담계곡,17
강원도 철원군 동송읍 관우리 423,"종교,불교","연꽃,조그마한,폭포,힐링,트래킹",11663917,도피안사,18
강원도 철원군 동송읍 중강리 588-14,"여행,명소,전망대","전망대,모노레일,저수지,평화로운,경치",19802095,철원평화전망대,19
강원도 철원군 철원읍 산명리 1822-3,"여행,명소,기념관,생가",전망대,15803682,백마고지 기념관,20
인천광역시 중구 을왕동 746-1,"여행,명소,해수욕장,해변","치즈조개구이,해변카페,조개찜,친절한,갯벌체험",13444291,을왕리해수욕장,1
인천광역시 강화군 화도면 동막리 7,"여행,명소,해수욕장,해변","갯벌체험,해변,오토캠핑,깨끗한,치즈조개구이",13491056,동막해변,2
인천광역시 중구 을왕동,"여행,명소,해수욕장,해변","해변,갯벌체험,조개구이,깨끗한,일몰",13491823,왕산해수욕장,3
인천광역시 중구 선린동 20,"여행,명소,체험마을","동화마을,화덕만두,하얀짜장,화려한,나들이",12245834,차이나타운,4
인천광역시 계양구 계산동,"여행,명소,산,고개","등산,둘레길,산책로,편안한,야간산행",13490870,계양산,5
인천광역시 연수구 송도동 24-5,"여행,명소,시민공원","수상택시,해상공원,수상레저,화려한,야경투어",20118926,송도 센트럴파크,6
인천광역시 옹진군 북도면 장봉리,"여행,명소,섬","섬,트래킹,유람선,아담한,등산",13491163,장봉도,7
경상남도 진주시 본성동,"여행,명소,성곽명","야경,박물관,성곽길,화려한,가을축제",13491349,진주성,1
경상남도 진주시 이반성면 대천리 482-1,"여행,명소,식물원,수목원","수목원,단풍구경,단풍놀이,조그마한,동물원",13349901,경상남도수목원,2
경상남도 진주시 판문동 산171-1,"여행,명소,동물원","실내동물원,공원,전망대,아담한,나들이",13323889,진양호동물원,3
경상남도 진주시 본성동,"여행,명소,문화재","야경,박물관,일몰,화려한,가을축제",19816048,촉석루,4
경상남도 진주시 금산면 용아리 1102-1,"여행,명소,호수,연못,저수지","둘레길,저수지,산책로,재미있는,산행",11491817,금호지,5
경상남도 진주시 판문동 산171-1,"여행,명소,도시,테마공원","산책로,전망대,동물원,화려한,경치",19585156,진양호공원,6
경상남도 진주시 진성면 동산리 산139,"여행,명소,관람,체험",,1574374454,월아산 우드랜드,7
경상남도 진주시 초전동 1583-40,"여행,명소,근린공원",,1518851779,초전공원,8
경상남도 진주시 판문동 469-3,"여행,명소,테마파크","놀이동산,하늘자전거,공원,화려한,나들이",15520789,진주랜드,9
경상남도 진주시 본성동 415 남강,"여행,명소,축제,행사","축제행사,가을축제,음악분수대,화려한,공연",37830249,진주 남강 유등축제,10
전라북도 장수군 장수읍 덕산리 산51,"여행,명소,군립,시립공원",,17643681,장안산군립공원,10
전라북도 장수군 장계면 대곡리,"여행,명소,기념관,생가",,17647992,의암주논개생가지,11
전라북도 장수군 천천면 월곡리 산92-1,"숙박,모텔","카라반,승마장,승마체험,깨끗한,야외수영장",21653801,나봄리조트,12
전라북도 장수군 장수읍 노하리 153,"숙박,펜션",,21844899,청산휴펜션,13
전라북도 장수군 장수읍 수분리,"여행,명소,자연,생태공원",,20442673,뜬봉샘생태공원,14
전라북도 장수군 장수읍 두산리,"여행,명소,근린공원",,17643849,의암공원,15
전라북도 장수군 장수읍 장수리 254-1,"여행,명소,보물","연꽃,공원",20103975,장수향교,16
전라북도 장수군 번암면 사암리 682,"자연명소,휴양림,산림욕장",,1813285925,방화동자연휴양림,17
전라북도 장수군 장계면 대곡리 1013,"여행,명소,체험마을","산책,저수지",554869787,장수 논개생가마을,18
전라북도 장수군 번암면 죽림리 8,"여행,명소,관람,체험",,1953363175,소풍,19
전라북도 장수군 번암면 사암리 608,"숙박,캠핑,야영장",,21668205,방화동가족휴가촌,20
인천광역시 중구 운서동 2877,"숙박,호텔","레스토랑,바다전망,야외수영장,감각적인,허니문",32622112,네스트호텔,8
인천광역시 강화군 삼산면 매음리,"여행,명소,해수욕장,해변","갯벌체험,해변,캠핑,아담한,일몰",11491705,민머루해수욕장,9
인천광역시 중구 북성동1가,"여행,명소,섬","놀이동산,테마파크,관람차,화려한,공포체험",13491282,월미도,10
인천광역시 중구 을왕동,"여행,명소,해수욕장,해변","해변,오토캠핑,조개구이,깨끗한,드라이브",20132725,선녀바위해수욕장,11
인천광역시 옹진군 영흥면 내리 734,"여행,명소,해수욕장,해변","해변,갯벌체험,오토캠핑,깨끗한,해안산책로",11491745,십리포해수욕장,12
인천광역시 옹진군 영흥면 내리,"여행,명소,해수욕장,해변","오토캠핑,갯벌체험,해변,깨끗한,일몰",13491006,장경리해수욕장,13
인천광역시 강화군 강화읍 강화도,"여행,명소,섬","해변,일몰,섬,쾌적한,드라이브",11491856,강화도,14
인천광역시 중구 송학동1가 11-1,"여행,명소,근린공원","동화마을,공원,야경,아담한,단풍구경",11622439,자유공원,15
인천광역시 중구 무의동 산369,"여행,명소,섬","섬,둘레길,트래킹,조그마한,경치",16583892,소무의도,16
인천광역시 중구 무의동,"여행,명소,섬","섬,조개구이,유람선,깨끗한,갯벌체험",13491725,무의도,17
인천광역시 강화군 삼산면 매음리 629,"종교,불교","해수온천,수목원,섬,깨끗한,단풍구경",11664021,보문사,18
전라북도 정읍시 내장동 673-1,"여행,명소,산,고개","단풍구경,국립공원,등산,웅장한,산행",11491337,내장산,1
전라북도 정읍시 산내면 매죽리 산186-5,"여행,명소,도시,테마공원","구절초,가을축제,테마파크,서정적인,단풍",13553199,옥정호 구절초테마공원,2
전라북도 정읍시 내장동 590,"종교,불교","단풍구경,국립공원,전망대,화려한,단풍길",11664067,내장사,3
전라북도 정읍시 태인면 태성리 102,"여행,명소,보물","연꽃,떡갈비,갈비탕,아담한,경치",20103140,피향정,4
전라북도 정읍시 칠보면 무성리,"여행,명소,문화,유적","유적지,구절초,단풍구경,웅장한,농장",13486196,무성서원,5
전라북도 정읍시 이평면 청량리 375-5,"여행,명소,지역명소","막걸리,닭백숙,전통혼례,편안한,촬영지",31212874,송참봉조선동네,6
전라북도 정읍시 시기동 81-2,"여행,명소,근린공원","미술관,국립공원,구절초,소박한,가을축제",11622441,정읍사문화공원,7
전라북도 정읍시 덕천면 하학리 산9-1,"여행,명소,기념관,생가","박물관,유적지,유물,체험학습,체험관",13118636,동학농민혁명기념관,8
전라북도 정읍시 쌍암동 389-2,"여행,명소,도시,테마공원","생태공원,국립공원,단풍,휴식,산책길",17562836,내장산조각공원,9
경상남도 진주시 판문동 1077-7,"숙박,호텔","전망대,레스토랑,경치,편안한,호수",11710889,아시아레이크사이드 호텔,11
경상남도 진주시 옥봉동 803-4,"숙박,호텔","시장,야경,쾌적한,산책",11658881,동방관광호텔,12
경상남도 진주시 상대동 297-7,"숙박,호텔","휴식,편안한,고급스러운,쾌적한,심플한",37606866,제이스퀘어호텔,13
경상남도 진주시 내동면 독산리 576-5,"여행,명소,레일바이크",,1236102650,진주레일바이크놀이공원,14
경상남도 진주시 강남동,"여행,명소,강,하천","야시장,야경,가을축제,화려한,공연",13553175,남강,15
경상남도 진주시 판문동,"여행,명소,호수,연못,저수지","전망대,호수,공원,친절한,경치",13491353,진양호,16
경상남도 진주시 문산읍 상문리,"여행,명소,산,고개","등산,산행,라이딩,포근한,계곡",15749177,월아산,17
경상남도 진주시 판문동 산171-5,"여행,명소,전망대",,1349195317,진양호 호반 전망대,18
경상남도 진주시 정촌면 예하리 911-11,"여행,명소,호수,연못,저수지",,1077270347,강주연못,19
경상남도 진주시 충무공동 40-5,"숙박,호텔",휴식,851182221,라온스테이 인 페를라 호텔,20
인천광역시 중구 무의동,"여행,명소,해수욕장,해변","갯벌체험,해변,유람선,깨끗한,오토캠핑",13491346,하나개해수욕장,19
인천광역시 강화군 삼산면 석모리 산154-1,"여행,명소,섬","해변,섬,해수온천,아담한,드라이브",11491894,석모도,20
전라북도 정읍시 쌍암동 540-2,"레저,테마,워터파크","음악분수대,워터파크,자전거대여,단풍,인라인",20399410,내장산 워터파크,10
전라북도 정읍시 칠보면 무성리 1051-3,"여행,명소,유원지","테마파크,물놀이장,유원지,깨끗한,휴식",20256357,칠보물테마유원지,11
전라북도 정읍시 장명동,"여행,명소,거리,골목",,37275710,전설의쌍화차거리,12
전라북도 정읍시 내장동 275-3,"숙박,캠핑,야영장","닭볶음탕,백숙,계곡,깨끗한,수영장",98622088,자두마을,13
전라북도 정읍시 산외면 오공리,"여행,명소,문화재","구절초,소박한,철쭉,체험관",20066162,김명관고택,14
전라북도 정읍시 부전동 1004-1,"숙박,캠핑,야영장","오토캠핑,카라반,단풍구경,글램핑,자전거대여",36994385,정읍시내장산국민여가캠핑장,15
전라북도 정읍시 산내면 종성리 662,"숙박,캠핑,야영장",,1599327854,로하스캠핑장,16
전라북도 정읍시 덕천면 하학리,"여행,명소,문화재",유채꽃밭,20098935,황토현전적지,17
